action_type,activity_comment,activity_id,activity_properties,assay_chembl_id,assay_description,assay_type,assay_variant_accession,assay_variant_mutation,bao_endpoint,bao_format,bao_label,canonical_smiles,data_validity_comment,data_validity_description,document_chembl_id,document_journal,document_year,molecule_chembl_id,molecule_pref_name,parent_molecule_chembl_id,pchembl_value,potential_duplicate,qudt_units,record_id,relation,src_id,standard_flag,standard_relation,standard_text_value,standard_type,standard_units,standard_upper_value,standard_value,target_chembl_id,target_organism,target_pref_name,target_tax_id,text_value,toid,type,units,uo_units,upper_value,value,ligand_efficiency.bei,ligand_efficiency.le,ligand_efficiency.lle,ligand_efficiency.sei,ligand_efficiency
,,333909,[],CHEMBL674575,Inhibition of epidermal growth factor receptor (EGFr) using peptide substrate,B,,,BAO_0000192,BAO_0000357,single protein format,NC(Cc1c(SSc2[nH]c3ccccc3c2CC(N)C(=O)NCc2ccccc2)[nH]c2ccccc12)C(=O)NCc1ccccc1,,,CHEMBL1129933,J Med Chem,1997,CHEMBL336174,,CHEMBL336174,4.67,0,http://www.openphacts.org/units/Nanomolar,259285,=,1,1,=,,Ki,nM,,21200.0,CHEMBL203,Homo sapiens,Epidermal growth factor receptor,9606,,,Ki,uM,UO_0000065,,21.2,7.20,0.14,-1.15,3.30,
,,333913,[],CHEMBL677383,Inhibition of epidermal growth factor receptor (EGFr) autophosphorylation,F,,,BAO_0000190,BAO_0000019,assay format,NC(Cc1c(SSc2[nH]c3ccccc3c2CC(N)C(=O)NCc2ccccc2)[nH]c2ccccc12)C(=O)NCc1ccccc1,,,CHEMBL1129933,J Med Chem,1997,CHEMBL336174,,CHEMBL336174,,0,http://www.openphacts.org/units/Nanomolar,259285,>,1,1,>,,IC50,nM,,100000.0,CHEMBL203,Homo sapiens,Epidermal growth factor receptor,9606,,,IC50,uM,UO_0000065,,100.0,,,,,
,,334584,[],CHEMBL679946,Concentration required to inhibit phosphorylation of isolated human epidermal growth factor tyrosine kinase receptor by 50%,B,,,BAO_0000190,BAO_0000357,single protein format,COc1cc2cc(-c3ccc(F)c(F)c3)cnc2cc1OC,,,CHEMBL1127568,J Med Chem,1994,CHEMBL67424,,CHEMBL67424,,0,http://www.openphacts.org/units/Nanomolar,117750,>,1,1,>,,IC50,nM,,20000.0,CHEMBL203,Homo sapiens,Epidermal growth factor receptor,9606,,,IC50,uM,UO_0000065,,20.0,,,,,
,,334586,[],CHEMBL679946,Concentration required to inhibit phosphorylation of isolated human epidermal growth factor tyrosine kinase receptor by 50%,B,,,BAO_0000190,BAO_0000357,single protein format,COc1cc2cc(-c3ccc(F)cc3)cnc2cc1OC,,,CHEMBL1127568,J Med Chem,1994,CHEMBL68401,,CHEMBL68401,,0,http://www.openphacts.org/units/Nanomolar,117736,>,1,1,>,,IC50,nM,,20000.0,CHEMBL203,Homo sapiens,Epidermal growth factor receptor,9606,,,IC50,uM,UO_0000065,,20.0,,,,,
,,334917,[],CHEMBL677388,Inhibition of epidermal growth factor receptor kinase activity at a concentration of 2 uM of ATP,B,,,BAO_0000190,BAO_0000357,single protein format,COc1cc2c(Nc3ccc(Br)cc3F)ncnc2cc1OCCC1CCNCC1,,,CHEMBL1135889,J Med Chem,2002,CHEMBL26641,,CHEMBL26641,6.70,0,http://www.openphacts.org/units/Nanomolar,35666,=,1,1,=,,IC50,nM,,200.0,CHEMBL203,Homo sapiens,Epidermal growth factor receptor,9606,,,IC50,uM,UO_0000065,,0.2,14.09,0.30,1.65,9.81,
,,334919,[],CHEMBL691873,Inhibition of human endothelial cell growth stimulate by endothelial growth factor,F,,,BAO_0000190,BAO_0000219,cell-based format,COc1cc2c(Nc3ccc(Br)cc3F)ncnc2cc1OCCC1CCNCC1,,,CHEMBL1135889,J Med Chem,2002,CHEMBL26641,,CHEMBL26641,7.10,0,http://www.openphacts.org/units/Nanomolar,35666,=,1,1,=,,IC50,nM,,80.0,CHEMBL203,Homo sapiens,Epidermal growth factor receptor,9606,,,IC50,uM,UO_0000065,,0.08,,,,,
,,335194,[],CHEMBL677206,Inhibition of epidermal growth factor receptor (EGFr),B,,,BAO_0000190,BAO_0000357,single protein format,CCN(CC)CCn1c([Se][Se]c2c(C(=O)NC)c3ccccc3n2CCN(CC)CC)c(C(=O)NC)c2ccccc21,,,CHEMBL1129933,J Med Chem,1997,CHEMBL334439,,CHEMBL334439,5.16,0,http://www.openphacts.org/units/Nanomolar,259296,=,1,1,=,,IC50,nM,,6900.0,CHEMBL203,Homo sapiens,Epidermal growth factor receptor,9606,,,IC50,uM,UO_0000065,,6.9,7.35,,,,
,,335757,[],CHEMBL679946,Concentration required to inhibit phosphorylation of isolated human epidermal growth factor tyrosine kinase receptor by 50%,B,,,BAO_0000190,BAO_0000357,single protein format,COc1ccc(-c2cnc3cc(OC)c(OC)cc3c2)cn1,,,CHEMBL1127568,J Med Chem,1994,CHEMBL66612,,CHEMBL66612,,0,http://www.openphacts.org/units/Nanomolar,117730,>,1,1,>,,IC50,nM,,20000.0,CHEMBL203,Homo sapiens,Epidermal growth factor receptor,9606,,,IC50,uM,UO_0000065,,20.0,,,,,
,,335759,[],CHEMBL679946,Concentration required to inhibit phosphorylation of isolated human epidermal growth factor tyrosine kinase receptor by 50%,B,,,BAO_0000190,BAO_0000357,single protein format,COc1cc2cc(-c3ccc(N(C)C)cc3)cnc2cc1OC,,,CHEMBL1127568,J Med Chem,1994,CHEMBL66502,,CHEMBL66502,,0,http://www.openphacts.org/units/Nanomolar,117733,>,1,1,>,,IC50,nM,,20000.0,CHEMBL203,Homo sapiens,Epidermal growth factor receptor,9606,,,IC50,uM,UO_0000065,,20.0,,,,,
,,335761,[],CHEMBL679946,Concentration required to inhibit phosphorylation of isolated human epidermal growth factor tyrosine kinase receptor by 50%,B,,,BAO_0000190,BAO_0000357,single protein format,COc1ccc(/C=C/c2cnc3cc(OC)c(OC)cc3c2)cc1,,,CHEMBL1127568,J Med Chem,1994,CHEMBL66101,,CHEMBL66101,4.70,0,http://www.openphacts.org/units/Nanomolar,117744,=,1,1,=,,IC50,nM,,20000.0,CHEMBL203,Homo sapiens,Epidermal growth factor receptor,9606,,,IC50,uM,UO_0000065,,20.0,14.62,0.27,0.27,11.58,
,,335845,[],CHEMBL679946,Concentration required to inhibit phosphorylation of isolated human epidermal growth factor tyrosine kinase receptor by 50%,B,,,BAO_0000190,BAO_0000357,single protein format,COc1cc2cc(-c3ccc(-c4ccccc4)cc3)cnc2cc1OC,,,CHEMBL1127568,J Med Chem,1994,CHEMBL66329,,CHEMBL66329,,0,http://www.openphacts.org/units/Nanomolar,117756,>,1,1,>,,IC50,nM,,20000.0,CHEMBL203,Homo sapiens,Epidermal growth factor receptor,9606,,,IC50,uM,UO_0000065,,20.0,,,,,
,,335847,[],CHEMBL679946,Concentration required to inhibit phosphorylation of isolated human epidermal growth factor tyrosine kinase receptor by 50%,B,,,BAO_0000190,BAO_0000357,single protein format,COc1cc2cc(-c3ccc(Cl)c(Cl)c3)cnc2cc1OC,,,CHEMBL1127568,J Med Chem,1994,CHEMBL67702,,CHEMBL67702,,0,http://www.openphacts.org/units/Nanomolar,117784,>,1,1,>,,IC50,nM,,20000.0,CHEMBL203,Homo sapiens,Epidermal growth factor receptor,9606,,,IC50,uM,UO_0000065,,20.0,,,,,
,,335849,[],CHEMBL679946,Concentration required to inhibit phosphorylation of isolated human epidermal growth factor tyrosine kinase receptor by 50%,B,,,BAO_0000190,BAO_0000357,single protein format,c1ccc2ncc(-c3ccsc3)cc2c1,,,CHEMBL1127568,J Med Chem,1994,CHEMBL304310,,CHEMBL304310,,0,http://www.openphacts.org/units/Nanomolar,117775,>,1,1,>,,IC50,nM,,20000.0,CHEMBL203,Homo sapiens,Epidermal growth factor receptor,9606,,,IC50,uM,UO_0000065,,20.0,,,,,
,,336075,[],CHEMBL676067,Inhibitory activity against epidermal growth factor receptor (EGFR),B,,,BAO_0000190,BAO_0000357,single protein format,N#C/C(=C\c1ccc(O)c(O)c1)C(=O)c1ccccc1Cl,,,CHEMBL1136802,J Med Chem,2003,CHEMBL59145,,CHEMBL59145,5.18,1,http://www.openphacts.org/units/Nanomolar,275733,=,1,1,=,,IC50,nM,,6606.93,CHEMBL203,Homo sapiens,Epidermal growth factor receptor,9606,,,pIC50,,UO_0000065,,5.18,17.28,0.34,1.64,6.37,
,,336077,[],CHEMBL676067,Inhibitory activity against epidermal growth factor receptor (EGFR),B,,,BAO_0000190,BAO_0000357,single protein format,COc1cc(/C=C(\C#N)C(N)=O)cc(CSc2nc3ccccc3s2)c1O,,,CHEMBL1136802,J Med Chem,2003,CHEMBL118109,,CHEMBL118109,4.72,1,http://www.openphacts.org/units/Nanomolar,275728,=,1,1,=,,IC50,nM,,19054.61,CHEMBL203,Homo sapiens,Epidermal growth factor receptor,9606,,,pIC50,,UO_0000065,,4.72,11.87,0.24,1.02,4.32,
,,336079,[],CHEMBL673947,Inhibition of epidermal growth factor receptor (EGFR),B,,,BAO_0000190,BAO_0000357,single protein format,CCOc1ccc2sc(SCc3cc(/C=C(\C#N)C(N)=O)cc(OC)c3O)nc2c1,Outside typical range,"Values for this activity type are unusually large/small, so may not be accurate",CHEMBL1136802,J Med Chem,2003,CHEMBL343875,,CHEMBL343875,,0,http://www.openphacts.org/units/Nanomolar,275726,=,1,1,=,,IC50,nM,,165958.69,CHEMBL203,Homo sapiens,Epidermal growth factor receptor,9606,,,pIC50,,UO_0000065,,3.78,,,,,
,,336398,[],CHEMBL677206,Inhibition of epidermal growth factor receptor (EGFr),B,,,BAO_0000190,BAO_0000357,single protein format,Cn1c([Se][Se]c2c(C(=O)OC(C)(C)C)c3ccccc3n2C)c(C(=O)OC(C)(C)C)c2ccccc21,,,CHEMBL1129933,J Med Chem,1997,CHEMBL334973,,CHEMBL334973,,0,http://www.openphacts.org/units/Nanomolar,259290,>,1,1,>,,IC50,nM,,100000.0,CHEMBL203,Homo sapiens,Epidermal growth factor receptor,9606,,,IC50,uM,UO_0000065,,100.0,,,,,
,,337074,[],CHEMBL679946,Concentration required to inhibit phosphorylation of isolated human epidermal growth factor tyrosine kinase receptor by 50%,B,,,BAO_0000190,BAO_0000357,single protein format,COc1cc2cc([N+](=O)[O-])cnc2cc1OC,,,CHEMBL1127568,J Med Chem,1994,CHEMBL66008,,CHEMBL66008,,0,http://www.openphacts.org/units/Nanomolar,117754,>,1,1,>,,IC50,nM,,20000.0,CHEMBL203,Homo sapiens,Epidermal growth factor receptor,9606,,,IC50,uM,UO_0000065,,20.0,,,,,
,,337412,[],CHEMBL677388,Inhibition of epidermal growth factor receptor kinase activity at a concentration of 2 uM of ATP,B,,,BAO_0000190,BAO_0000357,single protein format,COc1cc2c(Nc3c(F)cc(Br)cc3F)ncnc2cc1OCC1CCNCC1,,,CHEMBL1135889,J Med Chem,2002,CHEMBL279459,,CHEMBL279459,6.35,0,http://www.openphacts.org/units/Nanomolar,35677,=,1,1,=,,IC50,nM,,450.0,CHEMBL203,Homo sapiens,Epidermal growth factor receptor,9606,,,IC50,uM,UO_0000065,,0.45,13.24,0.29,1.55,9.29,
,,337414,[],CHEMBL691873,Inhibition of human endothelial cell growth stimulate by endothelial growth factor,F,,,BAO_0000190,BAO_0000219,cell-based format,COc1cc2c(Nc3c(F)cc(Br)cc3F)ncnc2cc1OCC1CCNCC1,,,CHEMBL1135889,J Med Chem,2002,CHEMBL279459,,CHEMBL279459,6.40,0,http://www.openphacts.org/units/Nanomolar,35677,=,1,1,=,,IC50,nM,,400.0,CHEMBL203,Homo sapiens,Epidermal growth factor receptor,9606,,,IC50,uM,UO_0000065,,0.4,,,,,
,,337665,[],CHEMBL677206,Inhibition of epidermal growth factor receptor (EGFr),B,,,BAO_0000190,BAO_0000357,single protein format,O=C(NCc1ccccc1)[C@H](Cc1c([Se]c2[nH]c3ccccc3c2C[C@@H](NC(=O)C(F)(F)F)C(=O)NCc2ccccc2)[nH]c2ccccc12)NC(=O)C(F)(F)F,,,CHEMBL1129933,J Med Chem,1997,CHEMBL135241,,CHEMBL135241,,0,http://www.openphacts.org/units/Nanomolar,259295,>,1,1,>,,IC50,nM,,50000.0,CHEMBL203,Homo sapiens,Epidermal growth factor receptor,9606,,,IC50,uM,UO_0000065,,50.0,,,,,
,,338292,[],CHEMBL679946,Concentration required to inhibit phosphorylation of isolated human epidermal growth factor tyrosine kinase receptor by 50%,B,,,BAO_0000190,BAO_0000357,single protein format,C(=C/c1cnc2ccccc2c1)\c1ccccc1,,,CHEMBL1127568,J Med Chem,1994,CHEMBL65858,,CHEMBL65858,,0,http://www.openphacts.org/units/Nanomolar,117737,>,1,1,>,,IC50,nM,,20000.0,CHEMBL203,Homo sapiens,Epidermal growth factor receptor,9606,,,IC50,uM,UO_0000065,,20.0,,,,,
,,338661,[],CHEMBL676067,Inhibitory activity against epidermal growth factor receptor (EGFR),B,,,BAO_0000190,BAO_0000357,single protein format,N#C/C(=C\c1ccc(O)c(O)c1)C(=O)c1cccs1,,,CHEMBL1136802,J Med Chem,2003,CHEMBL55994,,CHEMBL55994,4.51,1,http://www.openphacts.org/units/Nanomolar,275730,=,1,1,=,,IC50,nM,,30902.95,CHEMBL203,Homo sapiens,Epidermal growth factor receptor,9606,,,pIC50,,UO_0000065,,4.51,16.62,0.32,1.56,5.55,
,,338663,[],CHEMBL676067,Inhibitory activity against epidermal growth factor receptor (EGFR),B,,,BAO_0000190,BAO_0000357,single protein format,COc1cc(C=C(C#N)C#N)cc(CS(=O)(=O)c2ccc(C)cc2)c1O,,,CHEMBL1136802,J Med Chem,2003,CHEMBL334032,,CHEMBL334032,4.64,1,http://www.openphacts.org/units/Nanomolar,275711,=,1,1,=,,IC50,nM,,22908.68,CHEMBL203,Homo sapiens,Epidermal growth factor receptor,9606,,,pIC50,,UO_0000065,,4.64,12.59,0.24,1.53,4.17,
,,338669,[],CHEMBL677388,Inhibition of epidermal growth factor receptor kinase activity at a concentration of 2 uM of ATP,B,,,BAO_0000190,BAO_0000357,single protein format,COc1cc2c(Nc3cc(O)c(C)cc3F)ncnc2cc1OCC1CCN(C)CC1.Cl,,,CHEMBL1135889,J Med Chem,2002,CHEMBL1202473,,CHEMBL24625,6.52,0,http://www.openphacts.org/units/Nanomolar,35657,=,1,1,=,,IC50,nM,,300.0,CHEMBL203,Homo sapiens,Epidermal growth factor receptor,9606,,,IC50,uM,UO_0000065,,0.3,15.29,0.29,2.26,8.18,
,,338671,[],CHEMBL691873,Inhibition of human endothelial cell growth stimulate by endothelial growth factor,F,,,BAO_0000190,BAO_0000219,cell-based format,COc1cc2c(Nc3cc(O)c(C)cc3F)ncnc2cc1OCC1CCN(C)CC1.Cl,,,CHEMBL1135889,J Med Chem,2002,CHEMBL1202473,,CHEMBL24625,6.70,0,http://www.openphacts.org/units/Nanomolar,35657,=,1,1,=,,IC50,nM,,200.0,CHEMBL203,Homo sapiens,Epidermal growth factor receptor,9606,,,IC50,uM,UO_0000065,,0.2,,,,,
,,338676,[],CHEMBL677388,Inhibition of epidermal growth factor receptor kinase activity at a concentration of 2 uM of ATP,B,,,BAO_0000190,BAO_0000357,single protein format,COc1cc2c(Nc3ccc(Cl)cc3F)ncnc2cc1OCCC1CCN(C)CC1,,,CHEMBL1135889,J Med Chem,2002,CHEMBL25425,,CHEMBL25425,6.52,0,http://www.openphacts.org/units/Nanomolar,35676,=,1,1,=,,IC50,nM,,300.0,CHEMBL203,Homo sapiens,Epidermal growth factor receptor,9606,,,IC50,uM,UO_0000065,,0.3,14.66,0.29,1.23,10.96,
,,338678,[],CHEMBL691873,Inhibition of human endothelial cell growth stimulate by endothelial growth factor,F,,,BAO_0000190,BAO_0000219,cell-based format,COc1cc2c(Nc3ccc(Cl)cc3F)ncnc2cc1OCCC1CCN(C)CC1,,,CHEMBL1135889,J Med Chem,2002,CHEMBL25425,,CHEMBL25425,6.70,0,http://www.openphacts.org/units/Nanomolar,35676,=,1,1,=,,IC50,nM,,200.0,CHEMBL203,Homo sapiens,Epidermal growth factor receptor,9606,,,IC50,uM,UO_0000065,,0.2,,,,,
,,339747,[],CHEMBL679946,Concentration required to inhibit phosphorylation of isolated human epidermal growth factor tyrosine kinase receptor by 50%,B,,,BAO_0000190,BAO_0000357,single protein format,COc1ccc(-c2cnc3cc(OC)c(OC)cc3c2)cc1F,,,CHEMBL1127568,J Med Chem,1994,CHEMBL67436,,CHEMBL67436,,0,http://www.openphacts.org/units/Nanomolar,117771,>,1,1,>,,IC50,nM,,20000.0,CHEMBL203,Homo sapiens,Epidermal growth factor receptor,9606,,,IC50,uM,UO_0000065,,20.0,,,,,
,,340143,[],CHEMBL676067,Inhibitory activity against epidermal growth factor receptor (EGFR),B,,,BAO_0000190,BAO_0000357,single protein format,N#C/C(=C\c1ccc(O)c(O)c1)C(=O)c1ccc(F)cc1,,,CHEMBL1136802,J Med Chem,2003,CHEMBL55204,,CHEMBL55204,5.29,1,http://www.openphacts.org/units/Nanomolar,275731,=,1,1,=,,IC50,nM,,5128.61,CHEMBL203,Homo sapiens,Epidermal growth factor receptor,9606,,,pIC50,,UO_0000065,,5.29,18.68,0.34,2.26,6.51,
,,340148,[],CHEMBL677388,Inhibition of epidermal growth factor receptor kinase activity at a concentration of 2 uM of ATP,B,,,BAO_0000190,BAO_0000357,single protein format,COCCOc1cc2ncnc(Nc3ccc(Cl)cc3F)c2cc1OC,,,CHEMBL1135889,J Med Chem,2002,CHEMBL286160,,CHEMBL286160,7.00,0,http://www.openphacts.org/units/Nanomolar,35655,=,1,1,=,,IC50,nM,,100.0,CHEMBL203,Homo sapiens,Epidermal growth factor receptor,9606,,,IC50,uM,UO_0000065,,0.1,18.53,0.37,2.80,10.69,
,,340150,[],CHEMBL691873,Inhibition of human endothelial cell growth stimulate by endothelial growth factor,F,,,BAO_0000190,BAO_0000219,cell-based format,COCCOc1cc2ncnc(Nc3ccc(Cl)cc3F)c2cc1OC,,,CHEMBL1135889,J Med Chem,2002,CHEMBL286160,,CHEMBL286160,7.00,0,http://www.openphacts.org/units/Nanomolar,35655,=,1,1,=,,IC50,nM,,100.0,CHEMBL203,Homo sapiens,Epidermal growth factor receptor,9606,,,IC50,uM,UO_0000065,,0.1,,,,,
,,340163,[],CHEMBL677388,Inhibition of epidermal growth factor receptor kinase activity at a concentration of 2 uM of ATP,B,,,BAO_0000190,BAO_0000357,single protein format,COc1cc2c(Nc3cc(O)c(Cl)cc3F)ncnc2cc1OCC1CCN(C)CC1.Cl,,,CHEMBL1135889,J Med Chem,2002,CHEMBL2448066,,CHEMBL24409,7.00,0,http://www.openphacts.org/units/Nanomolar,35683,=,1,1,=,,IC50,nM,,100.0,CHEMBL203,Homo sapiens,Epidermal growth factor receptor,9606,,,IC50,uM,UO_0000065,,0.1,15.66,0.31,2.40,8.78,
,,340165,[],CHEMBL691873,Inhibition of human endothelial cell growth stimulate by endothelial growth factor,F,,,BAO_0000190,BAO_0000219,cell-based format,COc1cc2c(Nc3cc(O)c(Cl)cc3F)ncnc2cc1OCC1CCN(C)CC1.Cl,,,CHEMBL1135889,J Med Chem,2002,CHEMBL2448066,,CHEMBL24409,7.16,0,http://www.openphacts.org/units/Nanomolar,35683,=,1,1,=,,IC50,nM,,70.0,CHEMBL203,Homo sapiens,Epidermal growth factor receptor,9606,,,IC50,uM,UO_0000065,,0.07,,,,,
,,340430,[],CHEMBL677206,Inhibition of epidermal growth factor receptor (EGFr),B,,,BAO_0000190,BAO_0000357,single protein format,N[C@H](Cc1c([Se][Se]c2[nH]c3ccccc3c2C[C@H](N)C(=O)NCc2ccccc2)[nH]c2ccccc12)C(=O)NCc1ccccc1,,,CHEMBL1129933,J Med Chem,1997,CHEMBL336409,,CHEMBL336409,5.89,0,http://www.openphacts.org/units/Nanomolar,259292,=,1,1,=,,IC50,nM,,1300.0,CHEMBL203,Homo sapiens,Epidermal growth factor receptor,9606,,,IC50,uM,UO_0000065,,1.3,7.93,,,,
,,340434,[],CHEMBL674574,Inhibition of epidermal growth factor receptor (EGFr) using ATP substrate,B,,,BAO_0000192,BAO_0000357,single protein format,N[C@H](Cc1c([Se][Se]c2[nH]c3ccccc3c2C[C@H](N)C(=O)NCc2ccccc2)[nH]c2ccccc12)C(=O)NCc1ccccc1,,,CHEMBL1129933,J Med Chem,1997,CHEMBL336409,,CHEMBL336409,5.57,0,http://www.openphacts.org/units/Nanomolar,259292,=,1,1,=,,Ki,nM,,2700.0,CHEMBL203,Homo sapiens,Epidermal growth factor receptor,9606,,,Ki,uM,UO_0000065,,2.7,7.50,,,,
,,340436,[],CHEMBL674575,Inhibition of epidermal growth factor receptor (EGFr) using peptide substrate,B,,,BAO_0000192,BAO_0000357,single protein format,N[C@H](Cc1c([Se][Se]c2[nH]c3ccccc3c2C[C@H](N)C(=O)NCc2ccccc2)[nH]c2ccccc12)C(=O)NCc1ccccc1,,,CHEMBL1129933,J Med Chem,1997,CHEMBL336409,,CHEMBL336409,5.25,0,http://www.openphacts.org/units/Nanomolar,259292,=,1,1,=,,Ki,nM,,5600.0,CHEMBL203,Homo sapiens,Epidermal growth factor receptor,9606,,,Ki,uM,UO_0000065,,5.6,7.07,,,,
,,341113,[],CHEMBL679946,Concentration required to inhibit phosphorylation of isolated human epidermal growth factor tyrosine kinase receptor by 50%,B,,,BAO_0000190,BAO_0000357,single protein format,COc1cc2cc(-c3c[nH]c4ccccc34)cnc2cc1OC,,,CHEMBL1127568,J Med Chem,1994,CHEMBL302545,,CHEMBL302545,,0,http://www.openphacts.org/units/Nanomolar,117791,>,1,1,>,,IC50,nM,,20000.0,CHEMBL203,Homo sapiens,Epidermal growth factor receptor,9606,,,IC50,uM,UO_0000065,,20.0,,,,,
,,341376,[],CHEMBL676067,Inhibitory activity against epidermal growth factor receptor (EGFR),B,,,BAO_0000190,BAO_0000357,single protein format,COc1ccc(NC(=O)/C(C#N)=C/c2ccc(O)c(O)c2)c(OC)c1,,,CHEMBL1136802,J Med Chem,2003,CHEMBL57251,,CHEMBL57251,4.60,0,http://www.openphacts.org/units/Nanomolar,275695,=,1,1,=,,IC50,nM,,25118.86,CHEMBL203,Homo sapiens,Epidermal growth factor receptor,9606,,,pIC50,,UO_0000065,,4.6,13.52,0.25,1.94,4.11,
,,341378,[],CHEMBL676067,Inhibitory activity against epidermal growth factor receptor (EGFR),B,,,BAO_0000190,BAO_0000357,single protein format,N#C/C(=C\c1ccc(O)c(O)c1)C(=O)NCc1ccccc1,,,CHEMBL1136802,J Med Chem,2003,CHEMBL56543,,CHEMBL56543,6.30,0,http://www.openphacts.org/units/Nanomolar,275693,=,1,1,=,,IC50,nM,,501.19,CHEMBL203,Homo sapiens,Epidermal growth factor receptor,9606,,,pIC50,,UO_0000065,,6.3,21.41,0.39,3.98,6.75,
,,342252,[],CHEMBL679946,Concentration required to inhibit phosphorylation of isolated human epidermal growth factor tyrosine kinase receptor by 50%,B,,,BAO_0000190,BAO_0000357,single protein format,c1ccc2ncc(-c3c[nH]c4ccccc34)cc2c1,,,CHEMBL1127568,J Med Chem,1994,CHEMBL309116,,CHEMBL309116,,0,http://www.openphacts.org/units/Nanomolar,117753,>,1,1,>,,IC50,nM,,20000.0,CHEMBL203,Homo sapiens,Epidermal growth factor receptor,9606,,,IC50,uM,UO_0000065,,20.0,,,,,
,,342254,[],CHEMBL679946,Concentration required to inhibit phosphorylation of isolated human epidermal growth factor tyrosine kinase receptor by 50%,B,,,BAO_0000190,BAO_0000357,single protein format,COc1cc2cc(C#CC3CCCCC3)cnc2cc1OC,,,CHEMBL1127568,J Med Chem,1994,CHEMBL63575,,CHEMBL63575,,0,http://www.openphacts.org/units/Nanomolar,117768,>,1,1,>,,IC50,nM,,20000.0,CHEMBL203,Homo sapiens,Epidermal growth factor receptor,9606,,,IC50,uM,UO_0000065,,20.0,,,,,
,,342459,[],CHEMBL676067,Inhibitory activity against epidermal growth factor receptor (EGFR),B,,,BAO_0000190,BAO_0000357,single protein format,N#C/C(=C\c1ccc(O)c(O)c1)C(=O)c1ccccc1,,,CHEMBL1136802,J Med Chem,2003,CHEMBL56132,,CHEMBL56132,4.85,1,http://www.openphacts.org/units/Nanomolar,275732,=,1,1,=,,IC50,nM,,14125.38,CHEMBL203,Homo sapiens,Epidermal growth factor receptor,9606,,,pIC50,,UO_0000065,,4.85,18.28,0.33,1.96,5.96,
,,342461,[],CHEMBL676067,Inhibitory activity against epidermal growth factor receptor (EGFR),B,,,BAO_0000190,BAO_0000357,single protein format,COc1cc(C=C(C#N)C#N)cc(C)c1O,,,CHEMBL1136802,J Med Chem,2003,CHEMBL120564,,CHEMBL120564,4.06,1,http://www.openphacts.org/units/Nanomolar,275710,=,1,1,=,,IC50,nM,,87096.36,CHEMBL203,Homo sapiens,Epidermal growth factor receptor,9606,,,pIC50,,UO_0000065,,4.06,18.95,0.35,1.92,5.27,
,,342469,[],CHEMBL677388,Inhibition of epidermal growth factor receptor kinase activity at a concentration of 2 uM of ATP,B,,,BAO_0000190,BAO_0000357,single protein format,COc1cc2c(Nc3ccc(Br)cc3F)ncnc2cc1OC/C=C/CN1CCCC1.Cl,,,CHEMBL1135889,J Med Chem,2002,CHEMBL1202478,,CHEMBL25630,7.00,0,http://www.openphacts.org/units/Nanomolar,35669,=,1,1,=,,IC50,nM,,100.0,CHEMBL203,Homo sapiens,Epidermal growth factor receptor,9606,,,IC50,uM,UO_0000065,,0.1,14.36,0.31,1.69,11.76,
,,342471,[],CHEMBL691873,Inhibition of human endothelial cell growth stimulate by endothelial growth factor,F,,,BAO_0000190,BAO_0000219,cell-based format,COc1cc2c(Nc3ccc(Br)cc3F)ncnc2cc1OC/C=C/CN1CCCC1.Cl,,,CHEMBL1135889,J Med Chem,2002,CHEMBL1202478,,CHEMBL25630,7.05,0,http://www.openphacts.org/units/Nanomolar,35669,=,1,1,=,,IC50,nM,,90.0,CHEMBL203,Homo sapiens,Epidermal growth factor receptor,9606,,,IC50,uM,UO_0000065,,0.09,,,,,
,,343342,[],CHEMBL679946,Concentration required to inhibit phosphorylation of isolated human epidermal growth factor tyrosine kinase receptor by 50%,B,,,BAO_0000190,BAO_0000357,single protein format,Clc1cc2cc(-c3ccsc3)cnc2cc1Cl,,,CHEMBL1127568,J Med Chem,1994,CHEMBL66718,,CHEMBL66718,,0,http://www.openphacts.org/units/Nanomolar,117748,>,1,1,>,,IC50,nM,,20000.0,CHEMBL203,Homo sapiens,Epidermal growth factor receptor,9606,,,IC50,uM,UO_0000065,,20.0,,,,,
,,343638,[],CHEMBL676067,Inhibitory activity against epidermal growth factor receptor (EGFR),B,,,BAO_0000190,BAO_0000357,single protein format,N#C/C(=C\c1cc(O)c(O)c(CSCc2ccccc2)c1)C(N)=O,,,CHEMBL1136802,J Med Chem,2003,CHEMBL432428,,CHEMBL432428,6.19,1,http://www.openphacts.org/units/Nanomolar,275704,=,1,1,=,,IC50,nM,,645.65,CHEMBL203,Homo sapiens,Epidermal growth factor receptor,9606,,,pIC50,,UO_0000065,,6.19,18.18,0.35,3.27,5.77,
,,343640,[],CHEMBL676067,Inhibitory activity against epidermal growth factor receptor (EGFR),B,,,BAO_0000190,BAO_0000357,single protein format,COc1cc(/C=C(/C#N)C(N)=O)cc(CSCc2ccc(Cl)cc2)c1O,,,CHEMBL1136802,J Med Chem,2003,CHEMBL141175,,CHEMBL141175,4.80,0,http://www.openphacts.org/units/Nanomolar,275701,=,1,1,=,,IC50,nM,,15848.93,CHEMBL203,Homo sapiens,Epidermal growth factor receptor,9606,,,pIC50,,UO_0000065,,4.8,12.34,0.25,0.92,4.98,
